,Product name,Category
1441,HP AIO Core i3 9th Gen 21.5-inch FHD (4GB/1TB HDD/DOS/Jet Black /5.39kg) 22-c0165il,All in one PC
1442,"Dell OptiPlex AIO 7480 || Core i7-10700 || 10th Generation AIO || Nvidia GTX 1650 4GB GFX || 23.8"" FHD 1920x1080 || 8GB || 1TB || Windows 10 Pro || 3 Years Warranty",All in one PC
1443,"Lenovo IdeaCentre 3 Desktop (10th Gen Intel Core i5-10400/8GB/1TB HDD + 256GB SSD/Windows10/MS Office 2019/Interated Intel UHD Graphics/WiFi 5/Bluetooth 5.0/Mineral Grey), 90NB00FNIN",All in one PC
1444,"Lenovo Ideacentre A340 Intel Core i3 10th Generation 21.5 inch FHD All in One Desktop (8GB/1TB/Windows 10/Office/with Keyboad/with Mouse/White), F0EBZ5L0IN",All in one PC
1445,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i3 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_06",All in one PC
1446,"Lenovo AIO300-20ISH F0BV003TIN 20-inch All-in-One Desktop (6th Gen i3-6100T/4GB/1TB/Windows 10 Home/Integrated Graphics), Black",All in one PC
1447,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_18",All in one PC
1448,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_06",All in one PC
1449,"(Renewed) Acer Desktop With Led Monitor Dual Core 4th Gen/8GB RAM/500GB HDD/18.5"" LED Monitor/Keyboard & Mouse/Wifi/Webcam-Mic/Speaker/Windows 10",All in one PC
1450,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_02",All in one PC
1451,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core 2 Duo Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_18",All in one PC
1453,"Rolltop® Assembled Desktop Computer, Intel i3 Processor 3 Ghz, H55 Motherboard,17 Inch LED, SSD 120 GB, 4 GB RAM, Windows 10 Pro Trial Version with Web Camera Mic Speaker (SSD120GBSATA160GB)",All in one PC
1454,UROBOARD UroMini UroAio-23 21.5-inch All-in-One Touch Desktop (Secure/UroPaper 4.0/500GB/Intel Quad core/4GB/FullHD/Touch/Replacement Gurranty) Black,All in one PC
1455,"Lenovo IdeaCentre 3 Desktop (AMD Ryzen 3 3250U/8GB/1TB HDD + 256GB SSD/Windows 10/WiFi 5/Bluetooth 5.0) 90NT0002IN + Lenovo L-Series 23.8"" FHD IPS Ultraslim Monitor with TUV Eye Care (L24i-30)",All in one PC
1456,"HP S01 S01 - pF0307in Desktop (9th Gen i5-9400/4GB/1TB HDD/Windows 10 Home/Integrated Graphics, Jet Black)",All in one PC
1457,"Dell Commercial All in one 10th Gen Processor ~ OptiPlex 3280 || i5-10500T || Win 10 PRO || 4GB || 1TB || 21.5"" FHD || 3 Year Warranty",All in one PC
1458,"Lenovo IdeaCentre 3 Desktop (AMD Athlon Silver 3050U –2.3GHz Base Speed/4GB/1TB HDD/DOS/WiFi 5/Bluetooth 5.0) 90MVZ9KHIN + Lenovo L-Series 21.5"" FHD IPS Ultraslim Monitor with TUV Eye Care (L22i-30)",All in one PC
1459,"Dell OptiPlex All in One 7780 || i5-10500 || Windows10Pro || 27"" FHD (1920x1080) || 8GB RAM || M.2 256GB PCIe NVMe SSD || Wireless KB & Mouse || 3 Years Warranty",All in one PC
1460,"HP 22-b412in 21.5-inch All-in-One Desktop (Core i3/8 GB/1TB HDD/Windows 10/Intel HD Graphics), Snow White",All in one PC
1461,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_10",All in one PC
1462,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_13",All in one PC
1464,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_04",All in one PC
1466,"Radiant Electro 18.5 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/120 ssd/Keyboard/Mouse/Windows 10/MS Office) with One Year Warranty_12",All in one PC
1467,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i3 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_08",All in one PC
1468,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i3 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_09",All in one PC
1469,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_14",All in one PC
1470,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_15",All in one PC
1471,"Lenovo Ideacentre A340 Intel Core i5 8th Gen 24 inch FHD All in one Desktop (8GB RAM/1TB HDD/Windows 10/MS Office/Black),F0E8001GIN",All in one PC
1472,"Praho Desktop Computer / Plug and Play powerful PC powered by Raspberry Pi 4B /Mini Computer/ Connects to any TV or Monitor / 8 GB RAM/1.5 GHz Quad Core Processor/ 4K Dual-Display/Bluetooth 5.0/ Pre-Loaded OS, Work, Entertainment and Study apps.",All in one PC
1473,"Radiant Electro 18.5 inch All in One Computer Set (Intel-Core 2 Duo Processor/6 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/CPU/Keyboard/Mouse/Adapter/Windows 10/MS Office) with One Year Warranty_06",All in one PC
1474,"Radiant Electro 18.5 inch All in One Computer Set (Intel-Core 2 Duo Processor/6 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/CPU/Keyboard/Mouse/Adapter/Windows 10/MS Office) with One Year Warranty_19",All in one PC
1476,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_18",All in one PC
1477,"HP Pavilion Ryzen 5 AIO 23.5 FHD Touchscreen Desktop (16 GB/512 GB SSD+1 TB HDD/Vega 8 Graphics/Win 10 Home/Snowflake White/5.59kg), 24-xa1018in",All in one PC
1478,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core 2 Duo Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_05",All in one PC
1479,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core 2 Duo Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_02",All in one PC
1480,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i3 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_14",All in one PC
1481,"Dell Commercial All in one 10Th Gen Processor ~ Optiplex 3280 || i3 10100T || 8GB || 1TB || Win 10 Pro || 21.5"" FHD || 3 Year Warranty || Wireless KB & Mouse",All in one PC
1482,"Lenovo IdeaCentre 3 Desktop (AMD Athlon Silver 3050U –2.3GHz Base Speed/4GB/1TB HDD/DOS/AMD Radeon Graphics/WiFi 5/Bluetooth 5.0), Mineral Grey (90MVZ9KHIN)",All in one PC
1484,"Radiant Electro 18.5 inch All in One Gamming Computer Set (Intel-Core i5 Processor/6 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/CPU/Keyboard/Mouse/Adapter/Windows 10/MS Office) with One Year Warranty_10",All in one PC
1485,"Radiant Electro 18.5 inch All in One Computer Set (Intel-Core 2 Duo Processor/6 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/CPU/Keyboard/Mouse/Adapter/Windows 10/MS Office) with One Year Warranty_10",All in one PC
1487,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i3 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_13",All in one PC
1488,"(Renewed) ASUS AIO V241, 23.8"" FHD, Intel Core i5 11th Gen, All-in-One Desktop (8GB/1TB HDD + 256GB SSD/Office 2019/Windows 10/Integrated Graphics/with Wireless Keyboard & Mouse/Black/5.4 Kg), V241EAK-BA012TS",All in one PC
1489,"Radiant Electro 18.5 inch All in One Computer Set (Intel-Core 2 Duo Processor/6 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/CPU/Keyboard/Mouse/Adapter/Windows 10/MS Office) with One Year Warranty_02",All in one PC
1490,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_19",All in one PC
1491,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_01",All in one PC
1493,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_12",All in one PC
1494,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core 2 Duo Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_09",All in one PC
1495,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core 2 Duo Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_16",All in one PC
1496,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_16",All in one PC
1497,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_12",All in one PC
1498,Gandiva® Economical 20-inch All in One CI3 Desktop Computer(Core I3 1st Gen/4GB/240GB SSD/2GB Graphics Card/Windows 10 (Trial Version)) MS Office(Trial Version) & Antivirus(Free Version),All in one PC
1499,"Acer Aspire C27-962 All-in-One Computer - Intel Core i5 10th Gen i5-1035G1 Quad-core (4 Core) 1 GHz - 8 GB RAM DDR4 SDRAM - 512 GB SSD - 27"" Full HD 1920 x 1080 - Desktop - Windows 10 Home 64-bit",All in one PC
1500,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i3 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_07",All in one PC
1501,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i3 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_05",All in one PC
1502,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core 2 Duo Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_13",All in one PC
1504,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i3 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_11",All in one PC
1505,"Radiant Electro 18.5 inch All in One Computer Set (Intel-Core i3 Processor/6 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/CPU/Keyboard/Mouse/Adapter/Windows 10/MS Office) with One Year Warranty_09",All in one PC
1506,"Radiant Electro 18.5 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/120 ssd/Keyboard/Mouse/Windows 10/MS Office) with One Year Warranty_04",All in one PC
1507,"Rolltop® Assembled Desktop Computer, Intel i3 Processor 3 Ghz, H55 Motherboard,17 Inch LED, SSD 120 GB, DVD R/W, 8 GB RAM, Windows 10 Pro Trial Version with Web Camera Mic Speaker (SSD120GBSATA250GB)",All in one PC
1508,"HP Core i3 8th Gen 21.5-inch FHD AIO PC (4GB/1TB HDD/Windows 10/MS Office/Jet Black/5.39kg), 22-c0028in",All in one PC
1509,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_16",All in one PC
1510,"Rolltop® Assembled Desktop Computer, Intel Core 2 Duo 3.0 GHZ Processor, G 31 Motherboard, 17 Inch LED, 4 GB RAM, Windows 7 & Office Trial Version with Web Camera Mic Speaker (500)",All in one PC
1511,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_07",All in one PC
1512,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_01",All in one PC
1513,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_17",All in one PC
1514,"Radiant Electro 18.5 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/120 ssd/Keyboard/Mouse/Windows 10/MS Office) with One Year Warranty_18",All in one PC
1515,"Vaorwne ASUS Vivo AiO V222, Intel Core i3-10110U 10th Gen, 21.5-inch FHD All-in-One Desktop (4GB RAM/1TB HDD/Windows 10/Integrated Graphics/White/4.8 kg), V222FAK-WA119T",All in one PC
1516,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_11",All in one PC
1517,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_15",All in one PC
1518,HP AIO Pentium Silver 21.5-inch FHD (4GB/1TB HDD/Windows 10/Snon White /5.39kg) 22-c0125in,All in one PC
1519,"Radiant Electro 18.5 inch All in One Gamming Computer Set (Intel-Core i5 Processor/6 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/CPU/Keyboard/Mouse/Adapter/Windows 10/MS Office) with One Year Warranty_04",All in one PC
1520,"Dell Inspiron 7790 10thGeneration Corei7-10510U 16GB RAM,1TB+256GB SSD,2GB Graphics Windows 10 27"" FHD All in One Desktop",All in one PC
1521,"Radiant Electro 18.5 inch All in One Gamming Computer Set (Intel-Core i5 Processor/6 GB RAM DDR3/HDD 1 Tb /18.5"" Monitor/CPU/Keyboard/Mouse/Adapter/Windows 10/MS Office) with One Year Warranty_11",All in one PC
1522,"(Renewed) HP Elite-Desk 800 G2 SFF Desktop(Core i5-6th Gen/64 GB RAM/ 2TB HDD/ Windows 10 Pro,MS Office/VGA, 21"" HP Monitor(1680x1050), Keyboard, Wifi Adaptor and Mouse), Black",All in one PC
1523,Lenovo IdeaCentre AIO 5 23.8” AIO Desktop (Intel i5/8GB/512GB SSD + 1TBHDD/Win10/MSO/JBL Speakers + Woofer/Wireless Charging Pad for Smartphones) Black (F0FB002PIN) + Lenovo Portable 1TB External HDD,All in one PC
1524,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i3 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_12",All in one PC
1525,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i3 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_17",All in one PC
1526,ASUS AIO / i3-10110U / 0 / HD Cam / 4GB / 1TB 54R / DOS/OEM / 21.5 / FHD/WD Zen KB+MS No ODD/AC+BT5.0 (1 * 1) / / 90W / WD Zen KB+MS / 3Y / Black V222FAK-BA119D,All in one PC
1527,HP HP 570-p053in 19.45-inch All-in-One Desktop (7th Gen Core i5 7400T/4GB/1TB/Windows 10/Integrated Graphics),All in one PC
1528,"Radiant Electro 17 inch All in One Desktop Set (Intel - Core i5 Processor/4 GB RAM DDR3/HDD 500 GB /17"" Monitor/CPU/Keyboard/Mouse/WiFi Adapter/Windows 10/MS Office) with One Year Warranty_20",All in one PC
1529,"Radiant Electro 24 inch All in One Gamming Computer Set (Intel-Core i5 Processor/8 GB RAM/HDD 1 Tb /24"" Monitor/240 ssd/2gb Dedicated nvidia Graphic Card/Windows 10) with One Year Warranty_03",All in one PC
1530,Corceptive Tape for Seal Leakage Tape for Water Leakage Super Strong Waterproof Tape Adhesive Tape for Water Tank Sink Sealant for Gaps -Black,Adhesives
1531,"Pidilite Fevicol SH - Ultimate woodworking adhesive 500gm, white (DHR_080)",Adhesives
1532,Pidilite M-Seal Regular Epoxy Compound Adhesive (Putty) 1Kg,Adhesives
1533,Amatech Innovation’s Dr. Madhup 5 Minutes Fast Cure Super Strength Epoxy Adhesive 36g x 2 [72g],Adhesives
1534,"Pidilite Fevicol 500 Gram Craft Glue Ultimate Adhesive for Student’s Project Work & Serious Crafters, White (FMR800150000001)",Adhesives
1535,"Pidilite FEVITITE Epoxy Adhesive Super Strong All Purpose Epoxy Adhesive, 450 g, (Black) (1Pc) (FFE871345000000)",Adhesives
1536,"WOODCRAFT Tigers Wood, Ceramic, Rubber, Glass, Metal Instant Adhesive (20 gm)",Adhesives
1537,Asian Paints TruGrip CR-8 Orb Adhesive,Adhesives
1538,Ekon Pack of 1 B7000 Multipurpose Transparent Clear White Adhesive Waterproof Washable Glue Compatible For School Kids Projects Jewellery Shoes Sole Repair Mobile Touch Screen Repair Plastic Toys epoxy Resin Decorations Art Craft Work leather Bag DIY Fabric Nail Border - (Pack of 1) (50ml Each),Adhesives
1539,"MMOBIEL E-8000 Multipurpose High Performance Industrial Glue Semi Fluid Transparent Adhesive Incl. Precision Tips for Clean Working (50ML / 1,68 oz)",Adhesives
1540,"Elmer's Glue-All Multi-Purpose Liquid Glue, Extra Strong, 118 mL (130 g), 1 Count - Great for Making Slime",Adhesives
1541,"STANLEY 1-GS15DT 12mmx101mm Dual Temperature Glue Stick for Bonding Wood,Leather,Rubber,Suede,Paper (Pack of 6)",Adhesives
1542,GLUN 11 mm Transparent HOT MELT 14 Glue Sticks for DIY and Craft Work,Adhesives
1543,"1-Ounce, Clear : Shoe GOO 110231 Adhesive, 1 fl oz, Clear",Adhesives
1544,"WOODCRAFT Tigers Instant Adhesive Ideal for Wood,Ceramic,Rubber,Glass 20mlx2pcs",Adhesives
1545,ARALDITE KLEAR 26g (5 minute transparent epoxy adhesive) (1442508),Adhesives
1546,20W 20 WATT 7MM HOT MELT Glue Gun with ON Off Switch and LED Indicator (Free 10 Transparent Glue Sticks),Adhesives
1547,"BUKU® T-7000 Glue Multipurpose Adhesive Black Glue Sealant Clear Fabric, Mobile Phone Screen Repair, DIY Jewelry, Art and Resin Crafts, Bag Decoration (Set of 1, Black)",Adhesives
1548,Pidilite Fevicol Allfix Clear and Non-Staining All Purpose Adhesive (20 ml),Adhesives
1549,Ekon T8000 Pack of 1 Multi-Purpose Semi Fluid Transparent White Easy to Use Strong Adhesive Glue Sealant Clear Waterproof Glue Compatible For Laptop Bezel Slime Rhinestone Clothes School Kids Projects Jewellery Shoes Sole Repair Mobile Phone LCD Touch Display Screen Repair Plastic Toys epoxy Resin Decorations Art Craft Work leather Bag DIY Fabric Nail Border Clear - 50ml,Adhesives
1550,Sunanda Polytancrete NGT Super Plasticising Concrete Admixture (5 kg),Adhesives
1551,"Dr. Fixit Roofseal Top Coat, 4 Litre",Adhesives
1552,Sunanda Polytancrete NGT super plasticising concrete admixture (1 kg),Adhesives
1553,Dr. Fixit 112 Pidifin 2K 2-Parts Flexible Cementitous Waterproofing,Adhesives
1554,Bapna White Gasket Adhesive Tape 24 mm [1 inches ] x 3mm Thickness x 10 Meter Roll,Adhesives
1556,"EMVANV Silicone Rubber Dispenser Dental Impression Mixing Conveyor Gun Adhesive Dispensing 1:1/2:1 Ratio Corian Manual Static Mixer Dual Cartridge Applicator (50 ml, White and Black)",Adhesives
1557,Pidilite Fevibond for Sticking Leather Rubber Rexine (50ml),Adhesives
1558,"JINI COLLECTION Waterproof Flex Tape,Seal Repair Tape, Super Strong Adhesive Sealant Tape to Stop Leakage of Kitchen Sink/toilet Tub, leak stop, stop leak tape, Black 4"" X 5' Squeegee",Adhesives
1559,"SHAFIRE Round Adhesive Silica Gel Bumpers Door Cabinet Drawer Safety Stopper Mute Buffer, 3x8 mm, Clear -Set of 100 Pieces, 1 Sheet",Adhesives
1560,"Pidilite Fevicol Shoefix High Strength Durable Shoe and Footwear Repair Adhesive, 20 ml",Adhesives
1561,Flamingo Flamiplast Elastic Adhesive Bandage (4/6 m x 10 cm),Adhesives
1563,Pidilite Fevicol Ezee Spray DIY Sprayable Adhesive For Soundproofing & Acoustic Panels (383 gm),Adhesives
1564,W WADRO - Built with Passion 40W Trigger Feed Leak Proof Gun (Blue) (15 Sticks),Adhesives
1565,Revwd Flex Tape original for Seal Leakage Tape for Water Leakage Super Strong Waterproof Tape Adhesive Tape for Water Tank Sink Sealant for Gaps,Adhesives
1566,"Tip&Top creation Both Side Stick Tape for Wall Craft Furniture, Transparent Adhesive Heavy Duty Tape, Two Sided Attach Tape in Router, Electric Board, Bathroom Shelve, Photo Frame without Screw",Adhesives
1567,Pidilite Fevicryl Fabric Glue : Pack of 10 (80g Each),Adhesives
1568,"HASTHIP® Round Adhesive Silicone Bumper Door Cabinet Drawer Safety Stopper Mute Buffer (3x8 mm, Clear) -Set of 100 Pieces, 1 Sheet",Adhesives
1569,HOOK i Flex Tape for Seal Leakage Tape for Water Leakage Super Strong Waterproof Tape Adhesive Tape for Water Tank Sink Sealant for Gaps (Pack of 1),Adhesives
1570,"Pidilite Plastic Multipurpose Home Kit Blister (Shoefix, BriteO, Fevikwik, M-Seal)",Adhesives
1571,FADMAN 7mm Transparent 80 GLUE STICKS for 20 Watt GLUE GUN,Adhesives
1572,"Pidilite Home Improvement Kit Containing 7 Solutions - Shoefix, M-Seal, Fevikwik, BriteO, Fevistik, Fevicol MR and WD 40",Adhesives
1573,"Znben Adhesive Hooks, Znben Reusable Utility Hooks Heavy Duty 13LB Wall Hooks Transparent Seamless Hooks Waterproof and Oil Proof for Kitchen Bathroom Ceiling Office Window Pack of 10",Adhesives
1574,"Wolpin Wall Stickers Wallpaper Decals Self Adhesive (45 x 500 cm) 3D Stone DIY, Stone Color",Adhesives
1575,1/5 Pairs Feet Care Patch Pads Heel Sticker Pain Relief Cushion Heel Liner Crash Anti-wear Adhesive Insole Shoes Accessories,Adhesives
1576,PIDILITE Fevistik Glue Stick 15 g (Pack of 5),Adhesives
1577,Hem Tape 1 Roll Accessories DIY Cloth Adhesive Double Sided Fuse Stitch Witchery Craft Web Iron On No Sew(0.9cm)(2cm),Adhesives
1578,"Revwd Waterproof Flex Tape,Seal Repair Tape, Super Strong Adhesive Sealant Tape to Stop Leakage of Kitchen Sink/toilet Tub, leak stop, stop leak tape (Black)",Adhesives
1579,Pacificdeals B7000 Pack of 1 Multi-Purpose Semi Fluid Transparent White Easy to Use Strong Adhesive Glue Sealant Clear Waterproof Glue Compatible For Laptop Bezel Slime Rhinestone Clothes School Kids Projects Jewellery Shoes Sole Repair Mobile Phone LCD Touch Display Screen Repair Plastic Toys epoxy Resin Decorations Art Craft Work leather Bag DIY Fabric Nail Border Clear - 50ml,Adhesives
1580,Pidilite Fevistick Super Glue Stick Non Toxic Transparent Adhesive (25g),Adhesives
1581,3M IA120100531 Hi Strength Bond Tape (12 mm x 5 m 1 Roll + Primer),Adhesives
1582,"Elmer's Washable No-Run School Glue, 5 oz Bottle, Clear (E305)",Adhesives
1583,"W WADRO - Built with Passion 40W Trigger Feed Leak Proof Gun (Random Gun Color, 28 Sticks)",Adhesives
1584,"anabond 666 rtv silicone sealent, clear, 100 gms",Adhesives
1585,Maurvi 20 WATT Leak Proof Glue Gun with 5 Glue Sticks 8 inch Long Glue Sticks,Adhesives
1587,"M-Seal Phataphat Fast Curing Epoxy Compound Putty Sealant Adhesive For Leakage, Bonding, Gap Filling and Repairing - 100 Grams",Adhesives
1588,"Supreme Mall (Label) Super Waterproof Repair Tape, Butyl Rubber Aluminum Foil, Special Strong Adhesive, Waterproof Aluminum Foil, Tape",Adhesives
1589,"Euro® Flexi Waterproof Tape, Pipe Leak Repair Tape, 2 inch x 10 meters, High Strength and Adhesive",Adhesives
1590,"Asian Paints ezyCR8 Tile Seal, DIY Tube for Bathroom & Kitchen Tile Gaps (Grey, 200 ml)",Adhesives
1591,"ZINC 168 LITE - Zinc Based Cold Galvanized Corrosion Protector, Silver Zinc Spray (440 ml)",Adhesives
1592,"Waterproof Flex Tape ZYP Seal Super Strong Adhesive Sealant Tape for Any Surface, Stops Leaks, Large size 2 inch x 10 Meter",Adhesives
1593,"TOMATUS® 1 PCS PE Caulk Tape Strip,Self-Adhesive Tub Caulking Sealing Tape for Kitchen Sink Toilet Bathroom Shower and Bathtub Floor Wall Edge Protector(W x L 2.2cm x 3.2metre). (Grey, Set Of 1 Pcs)",Adhesives
1594,"MD HUB Waterproof Flex Seal Super Strong Adhesive Sealant Tape for Any Surface, Stops Leaks (Multicolour)",Adhesives
1595,"Pidilite Fevitite Standard Epoxy Adhesive (Resin and Hardener), 90 g",Adhesives
1596,HEALLILY Non- Skid Shoe Pad 4 Pairs Non- Slip Shoe Stickers Square Soles Protection Decals Silent Shoes Pads Adhesive Shoe Grip Shoe Cushions,Adhesives
